simID,repeatID,weather_path,current_julian,GDD,percent_flower_open,percent_fruits_ripeness,percent_fruit_set,percent_fruit_setII,percent_malformed_berries,avg_fruit_mass,avg_nb_seeds,avg_healthy_berries,kg_yields_ha
10,1,../includes/Weather-Strawberry-Greenhouse.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,2,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,3,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,4,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,5,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,6,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,7,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,8,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,9,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,10,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,11,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,12,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,13,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,14,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,15,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,16,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,17,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,19,266.0,0.00277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,20,280.0,0.00277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,21,294.0,0.00277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,22,308.0,0.00416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,23,322.0,0.00555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,../includes/Weather-Strawberry-Greenhouse.csv,24,336.0,0.00694444444444444,0.0,0.0,0.0,0.0,0.00713541666666667,0.0,0.0,0.000256875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,25,350.0,0.01111111111111111,0.0,0.00138888888888889,0.00092592592592593,0.00416666666666667,0.02996527777777778,0.11493055555555555,0.01666666666666667,0.00107875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,26,364.0,0.0125,0.0,0.00347222222222222,0.00231481481481482,0.00833333333333333,0.02996527777777778,0.3915509259259259,0.04166666666666666,0.00107875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,27,378.0,0.01388888888888889,0.0,0.00347222222222222,0.00231481481481482,0.00833333333333333,0.02996527777777778,0.3915509259259259,0.04166666666666666,0.00107875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,28,392.0,0.01388888888888889,0.0,0.00347222222222222,0.00231481481481482,0.00833333333333333,0.04586805555555555,0.3915509259259259,0.04166666666666666,0.00165125
10,1,../includes/Weather-Strawberry-Greenhouse.csv,29,406.0,0.01527777777777778,0.0,0.00555555555555555,0.0037037037037037,0.0125,0.0631076388888889,0.5758101851851852,0.06666666666666667,0.002271875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,30,424.0,0.02083333333333333,0.0,0.00902777777777778,0.00601851851851852,0.02083333333333333,0.10284722222222224,0.7960879629629629,0.10833333333333334,0.0037025
10,1,../includes/Weather-Strawberry-Greenhouse.csv,31,442.0,0.02916666666666667,0.0,0.01319444444444445,0.0087962962962963,0.02777777777777778,0.20329861111111114,1.2703935185185184,0.15833333333333333,0.00731875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,32,460.0,0.04583333333333333,0.0,0.01944444444444444,0.01296296296296296,0.03333333333333333,0.23741319444444448,2.5264120370370367,0.23333333333333334,0.008546875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,33,478.0,0.05555555555555555,0.0,0.02152777777777777,0.01435185185185186,0.03541666666666667,0.28329861111111115,2.95349537037037,0.25833333333333336,0.01019875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,34,496.0,0.05833333333333333,0.0,0.02569444444444444,0.01712962962962963,0.04374999999999999,0.3165625,3.50974537037037,0.30833333333333335,0.01139625
10,1,../includes/Weather-Strawberry-Greenhouse.csv,35,514.0,0.0625,0.0,0.02986111111111111,0.01990740740740741,0.05208333333333333,0.38991319444444444,3.897708333333333,0.35833333333333334,0.014036875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,36,532.0,0.06666666666666667,0.0,0.03611111111111111,0.02407407407407407,0.06041666666666666,0.5617881944444445,4.79238425925926,0.43333333333333335,0.020224375
10,1,../includes/Weather-Strawberry-Greenhouse.csv,37,550.0,0.06805555555555555,0.0,0.05069444444444445,0.03379629629629629,0.08541666666666667,0.7003645833333334,6.88960648148148,0.6083333333333333,0.025213125
10,1,../includes/Weather-Strawberry-Greenhouse.csv,38,568.0,0.08055555555555556,0.0,0.06319444444444446,0.04212962962962963,0.10555555555555557,1.0072048611111115,8.570625,0.7583333333333333,0.03625937499999999
10,1,../includes/Weather-Strawberry-Greenhouse.csv,39,586.0,0.08472222222222223,0.0,0.0923611111111111,0.06157407407407411,0.15902777777777774,1.1435590277777778,12.272939814814816,1.1083333333333334,0.04116812499999999
10,1,../includes/Weather-Strawberry-Greenhouse.csv,40,604.0,0.09722222222222222,0.0,0.10902777777777777,0.07268518518518521,0.19236111111111107,1.2071701388888891,13.868773148148147,1.3083333333333333,0.04345812499999998
10,1,../includes/Weather-Strawberry-Greenhouse.csv,41,622.0,0.1,0.0,0.11944444444444444,0.07962962962962963,0.2131944444444444,1.3214756944444448,14.57803240740741,1.4333333333333333,0.04757312499999998
10,1,../includes/Weather-Strawberry-Greenhouse.csv,42,640.0,0.08888888888888889,0.0,0.13645833333333332,0.09097222222222219,0.25069444444444444,1.475503472222222,15.894699074074076,1.6375,0.053118125
10,1,../includes/Weather-Strawberry-Greenhouse.csv,43,658.0,0.08472222222222223,0.0,0.15729166666666666,0.10486111111111103,0.2923611111111112,1.6871180555555552,17.67062500000001,1.8875,0.06073625000000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,44,676.0,0.09027777777777778,0.0,0.18645833333333334,0.1243055555555554,0.35069444444444453,1.8451736111111106,20.103263888888897,2.2375,0.06642625
10,1,../includes/Weather-Strawberry-Greenhouse.csv,45,694.0,0.08611111111111111,0.0,0.2170138888888889,0.14467592592592585,0.4173611111111112,1.9017708333333323,21.86449074074075,2.6041666666666665,0.06846375
10,1,../includes/Weather-Strawberry-Greenhouse.csv,46,712.0,0.09861111111111111,0.0,0.2326388888888889,0.15509259259259256,0.4506944444444445,2.082083333333332,22.41981481481482,2.7916666666666665,0.07495500000000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,47,730.0,0.1125,0.0,0.26875,0.17916666666666678,0.5256944444444445,2.1968749999999986,24.376759259259263,3.225,0.0790875
10,1,../includes/Weather-Strawberry-Greenhouse.csv,48,748.0,0.10972222222222222,0.0,0.2899305555555556,0.19328703703703726,0.5715277777777776,2.2511631944444437,25.650648148148157,3.4791666666666665,0.08104187500000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,49,766.0,0.11388888888888889,0.00138888888888889,0.30208333333333337,0.20138888888888917,0.5965277777777777,2.4092881944444438,26.219398148148155,3.625,0.08673437500000002
10,1,../includes/Weather-Strawberry-Greenhouse.csv,50,784.0,0.10833333333333334,0.00138888888888889,0.329513888888889,0.21967592592592633,0.6541666666666666,2.493402777777777,28.008888888888897,3.9541666666666666,0.08976250000000002
10,1,../includes/Weather-Strawberry-Greenhouse.csv,51,802.0,0.1,0.00416666666666667,0.348263888888889,0.2335648148148153,0.6923611111111111,2.5921354166666664,28.933888888888898,4.179166666666666,0.09331687500000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,52,820.0,0.08888888888888889,0.00555555555555556,0.3718750000000001,0.2518518518518525,0.7381944444444443,2.6935243055555556,30.14541666666668,4.4625,0.09696687500000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,53,838.0,0.10138888888888889,0.00972222222222222,0.40138888888888896,0.27615740740740796,0.7881944444444443,2.7939583333333333,31.412546296296306,4.816666666666666,0.1005825
10,1,../includes/Weather-Strawberry-Greenhouse.csv,54,856.0,0.11527777777777778,0.01666666666666667,0.42708333333333337,0.29606481481481506,0.8354166666666666,2.8978645833333343,32.67675925925927,5.125,0.10432312500000003
10,1,../includes/Weather-Strawberry-Greenhouse.csv,55,874.0,0.13472222222222222,0.02083333333333333,0.44479166666666675,0.31273148148148144,0.8481481481481481,2.9724305555555564,34.29111111111113,5.3375,0.10700750000000002
10,1,../includes/Weather-Strawberry-Greenhouse.csv,56,892.0,0.1486111111111111,0.02361111111111111,0.4631944444444445,0.33171296296296277,0.860648148148148,3.070416666666668,35.456851851851866,5.558333333333334,0.11053500000000004
10,1,../includes/Weather-Strawberry-Greenhouse.csv,57,910.0,0.1763888888888889,0.02638888888888889,0.47951388888888896,0.34791666666666643,0.8821759259259259,3.17451388888889,36.9964351851852,5.754166666666666,0.11428249999999998
10,1,../includes/Weather-Strawberry-Greenhouse.csv,58,928.0,0.18055555555555555,0.04027777777777778,0.49722222222222234,0.36874999999999974,0.8995370370370369,3.2342013888888905,39.092500000000015,5.966666666666667,0.11643125
10,1,../includes/Weather-Strawberry-Greenhouse.csv,59,946.0,0.1763888888888889,0.05416666666666667,0.5097222222222223,0.3812499999999997,0.9078703703703702,3.3513888888888905,40.0350925925926,6.116666666666666,0.12064999999999994
10,1,../includes/Weather-Strawberry-Greenhouse.csv,60,967.0,0.1763888888888889,0.06805555555555555,0.5309027777777778,0.40949074074074043,0.9122685185185183,3.4781423611111126,42.62097222222223,6.370833333333334,0.12521312499999995
10,1,../includes/Weather-Strawberry-Greenhouse.csv,61,988.0,0.17777777777777778,0.0875,0.5538194444444444,0.4386574074074069,0.9260416666666665,3.557899305555557,45.25824074074074,6.645833333333333,0.12808437500000003
10,1,../includes/Weather-Strawberry-Greenhouse.csv,62,1009.0,0.19305555555555556,0.1111111111111111,0.573611111111111,0.46365740740740685,0.9400147306397305,3.6026909722222227,46.903611111111104,6.883333333333334,0.12969687500000004
10,1,../includes/Weather-Strawberry-Greenhouse.csv,63,1030.0,0.19722222222222222,0.12222222222222222,0.5899305555555554,0.48541666666666605,0.9495054713804711,3.6858506944444467,47.70337962962963,7.079166666666667,0.132690625
10,1,../includes/Weather-Strawberry-Greenhouse.csv,64,1051.0,0.2222222222222222,0.13472222222222222,0.613194444444444,0.5164351851851845,0.9504313973063971,3.7583159722222237,49.32675925925927,7.358333333333333,0.13529937500000003
10,1,../includes/Weather-Strawberry-Greenhouse.csv,65,1072.0,0.2125,0.15694444444444444,0.633333333333333,0.5432870370370366,0.9549452861952861,3.8323090277777796,50.797592592592615,7.6,0.13796312500000008
10,1,../includes/Weather-Strawberry-Greenhouse.csv,66,1093.0,0.20277777777777778,0.1763888888888889,0.6531249999999996,0.5696759259259259,0.9642045454545454,3.926631944444446,52.242962962962984,7.8375,0.14135875000000003
10,1,../includes/Weather-Strawberry-Greenhouse.csv,67,1114.0,0.15833333333333333,0.2,0.6756944444444442,0.5997685185185183,0.9642045454545454,4.011284722222224,54.26055555555556,8.108333333333333,0.14440625000000004
10,1,../includes/Weather-Strawberry-Greenhouse.csv,68,1135.0,0.13055555555555556,0.2125,0.6986111111111108,0.630324074074074,0.968834175084175,4.1432638888888915,56.029305555555574,8.383333333333333,0.14915750000000003
10,1,../includes/Weather-Strawberry-Greenhouse.csv,69,1156.0,0.08472222222222223,0.23333333333333334,0.7298611111111108,0.6719907407407406,0.968834175084175,4.219687500000001,58.715416666666705,8.758333333333333,0.1519087500000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,70,1177.0,0.06527777777777778,0.26805555555555555,0.7493055555555551,0.6979166666666662,0.9692971380471379,4.364809027777779,60.33740740740744,8.991666666666667,0.15713312500000007
10,1,../includes/Weather-Strawberry-Greenhouse.csv,71,1198.0,0.04722222222222222,0.30833333333333335,0.7815972222222222,0.7409722222222216,0.9716329966329965,4.433038194444447,63.42120370370372,9.379166666666666,0.1595893750000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,72,1219.0,0.04166666666666666,0.3263888888888889,0.7996527777777777,0.7650462962962953,0.9803135521885521,4.5136631944444465,64.78138888888891,9.595833333333333,0.16249187500000012
10,1,../includes/Weather-Strawberry-Greenhouse.csv,73,1240.0,0.03611111111111111,0.35833333333333334,0.8170138888888887,0.7881944444444434,0.9841329966329966,4.568003472222224,66.50291666666668,9.804166666666667,0.1644481250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,74,1261.0,0.02916666666666667,0.3763888888888889,0.825347222222222,0.7993055555555546,0.9823653198653197,4.644947916666667,67.72976851851854,9.904166666666667,0.1672181250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,75,1282.0,0.02222222222222222,0.40555555555555556,0.8336805555555553,0.8104166666666657,0.9821338383838383,4.725572916666667,69.55939814814812,10.004166666666666,0.1701206250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,76,1303.0,0.01388888888888889,0.4388888888888889,0.840972222222222,0.820138888888888,0.9772790404040402,4.776944444444444,71.51495370370368,10.091666666666667,0.1719700000000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,77,1324.0,0.00833333333333333,0.4736111111111111,0.8461805555555554,0.8270833333333325,0.9762373737373735,4.853645833333334,72.74597222222218,10.154166666666667,0.17473125000000006
10,1,../includes/Weather-Strawberry-Greenhouse.csv,78,1345.0,0.00277777777777778,0.5152777777777777,0.8524305555555554,0.8354166666666658,0.9730808080808078,4.905156250000002,74.62467592592589,10.229166666666666,0.17658562500000008
10,1,../includes/Weather-Strawberry-Greenhouse.csv,79,1366.0,0.0,0.5513888888888889,0.856597222222222,0.8409722222222213,0.9707659932659929,4.956666666666669,75.8871759259259,10.279166666666667,0.17844000000000004
10,1,../includes/Weather-Strawberry-Greenhouse.csv,80,1387.0,0.0,0.5833333333333334,0.8607638888888887,0.8465277777777768,0.9685338504088502,4.9828645833333365,77.14967592592592,10.329166666666667,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,81,1408.0,0.0,0.6152777777777778,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,82,1429.0,0.0,0.6569444444444444,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,83,1450.0,0.0,0.7013888888888888,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,84,1471.0,0.0,0.7263888888888889,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,85,1492.0,0.0,0.7694444444444445,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,86,1513.0,0.0,0.8069444444444445,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,87,1534.0,0.0,0.8388888888888889,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,88,1555.0,0.0,0.8694444444444445,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,89,1576.0,0.0,0.9041666666666667,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,90,1599.0,0.0,0.9277777777777778,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,91,1622.0,0.0,0.9458333333333333,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,92,1645.0,0.0,0.9555555555555556,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,93,1668.0,0.0,0.9708333333333333,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,94,1691.0,0.0,0.9833333333333333,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,95,1714.0,0.0,0.9902777777777778,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,96,1737.0,0.0,0.9958333333333333,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,97,1760.0,0.0,0.9986111111111111,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,98,1783.0,0.0,0.9986111111111111,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,99,1806.0,0.0,1.0,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,100,1829.0,0.0,1.0,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,101,1852.0,0.0,1.0,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,102,1875.0,0.0,1.0,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
10,1,../includes/Weather-Strawberry-Greenhouse.csv,103,1898.0,0.0,1.0,0.862847222222222,0.8493055555555546,0.9670292207792206,4.9828645833333365,77.79273148148147,10.354166666666666,0.1793831250000001
